r, offset_x, offset_y, offset_z
0.005, 0.120819, 0.0706453, 0.0450108
0.001, 0.1342, 0.0998409, 0.0277845
0.001, 0.138423, 0.0802632, 0.046818
0.005, 0.130855, 0.0580516, 0.0614048
0.005, 0.11314, 0.038028, 0.0683781
0.003, 0.138705, 0.0630935, 0.0615706
0.005, 0.131429, 0.0408894, 0.076316
0.005, 0.113933, 0.0207517, 0.0835105
0.005, 0.0900154, 0.00705212, 0.0815922
0.005, 0.122489, 0.0228153, 0.0866081
0.005, 0.105214, 0.00256649, 0.0940228
0.005, 0.0814002, -0.011342, 0.0923404
0.005, 0.0562159, -0.0158907, 0.0819264
0.001, 0.142438, 0.0707714, -0.0129913
0.001, 0.144228, 0.0770432, 0.0138574
0.005, 0.13435, 0.0779826, 0.0396438
0.005, 0.114948, 0.0733858, 0.0587698
0.001, 0.142502, 0.0808337, 0.0361098
0.002, 0.132905, 0.081917, 0.0619965
0.005, 0.1137, 0.0774539, 0.0813525
0.005, 0.0890567, 0.0684132, 0.0899758
0.001, 0.122186, 0.0812911, 0.0819272
0.004, 0.103182, 0.0769624, 0.10151
0.005, 0.0786133, 0.0680177, 0.110442
0.005, 0.0538139, 0.0563988, 0.106783
0.001, 0.0856824, 0.0720493, 0.115007
0.001, 0.0611924, 0.0632018, 0.124245
0.005, 0.0363296, 0.0516211, 0.12091
0.005, 0.0164916, 0.0398214, 0.105724
0.001, 0.138679, 0.0794763, -0.0132437
0.002, 0.143903, 0.0777971, 0.0138356
0.005, 0.137266, 0.0712292, 0.0398396
0.005, 0.12021, 0.0611986, 0.0591232
0.001, 0.145006, 0.0750335, 0.036278
0.002, 0.138665, 0.0685767, 0.0623834
0.005, 0.121836, 0.0586096, 0.0818991
0.005, 0.0981742, 0.047296, 0.0905882
0.001, 0.130436, 0.0621827, 0.0824814
0.001, 0.113838, 0.0522807, 0.102226
0.005, 0.0902909, 0.040971, 0.111226
0.005, 0.0649057, 0.030709, 0.107528
0.001, 0.0979761, 0.0435756, 0.115832
0.005, 0.0745468, 0.0322716, 0.125142
0.005, 0.0491391, 0.021953, 0.12177
0.005, 0.0272689, 0.01486, 0.106448
0.003, 0.135171, 0.0878601, -0.0105298
